"","Nome_científico","Local","Município","eventDate","decimalLatitude","decimalLongitude","measurementDeterminedBy","coordinate.type.","coordinateUncertaintyInMeters","rightsHolder","year","sigla.UF.","ID.","Situação","Categoria CDB","Subcategoria CDB","Ambiente","Grupo biológico"
"308","Nandayus nenday","Poconé - Transpantaneira","NA","2016-05-14T00:00:00",-16.273691,-56.624912,NA,NA,NA,"GBIF",2016,"MT","ID_122330","Presente",NA,NA,NA,NA
"309","Nandayus nenday","BR-Mato Grosso del Sur-Aquidauana-Unnamed Rd - -20.096x-55.965","NA","2016-05-21T00:00:00",-20.09562,-55.965115,NA,NA,NA,"GBIF",2016,"MS","ID_122331","Presente",NA,NA,NA,NA
"310","Nandayus nenday","Transpantaneira","NA","2016-06-01T00:00:00",-16.2731,-56.624306,NA,NA,NA,"GBIF",2016,"MT","ID_122332","Presente",NA,NA,NA,NA
"311","Nandayus nenday","Pantanal--Pousada Rio Claro","NA","2016-07-24T00:00:00",-16.620695,-56.735313,NA,NA,NA,"GBIF",2016,"MT","ID_122333","Presente",NA,NA,NA,NA
"312","Nandayus nenday","Miranda--Fazenda San Francisco","NA","2016-07-22T00:00:00",-20.085772,-56.61538,NA,NA,NA,"GBIF",2016,"MS","ID_122334","Presente",NA,NA,NA,NA
"313","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","2016-07-18T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",2016,"MT","ID_122336","Presente",NA,NA,NA,NA
"314","Nandayus nenday","Pantanal -- Pousada Pouso Alegre","NA","2016-07-15T00:00:00",-16.503078,-56.745335,NA,NA,NA,"GBIF",2016,"MT","ID_122337","Presente",NA,NA,NA,NA
"315","Nandayus nenday","Rio Claro","NA","2016-08-08T00:00:00",-16.592272,-56.66924,NA,NA,NA,"GBIF",2016,"MT","ID_122339","Presente",NA,NA,NA,NA
"316","Nandayus nenday","-16.621x-56.735 - Aug 20, 2016 19:09","NA","2016-08-20T00:00:00",-16.620918,-56.73537,NA,NA,NA,"GBIF",2016,"MT","ID_122342","Presente",NA,NA,NA,NA
"317","Nandayus nenday","BR-State of Mato Grosso-Poconé - -16.618x-56.739 - Aug 22, 2016 09:10","NA","2016-08-22T00:00:00",-16.61833,-56.738537,NA,NA,NA,"GBIF",2016,"MT","ID_122343","Presente",NA,NA,NA,NA
"318","Nandayus nenday","Passo do Lontra","NA","2016-08-17T00:00:00",-19.574812,-57.038067,NA,NA,NA,"GBIF",2016,"MS","ID_122344","Presente",NA,NA,NA,NA
"319","Nandayus nenday","Poconé--Araras Eco Lodge","NA","2016-08-08T00:00:00",-16.51224,-56.71177,NA,NA,NA,"GBIF",2016,"MT","ID_122345","Presente",NA,NA,NA,NA
"320","Nandayus nenday","Fazenda San Francisco","NA","2016-08-06T00:00:00",-20.086033,-56.614307,NA,NA,NA,"GBIF",2016,"MS","ID_122355","Presente",NA,NA,NA,NA
"321","Nandayus nenday","Poconé--Aymara Lodge","NA","2016-08-17T00:00:00",-16.50443,-56.6752,NA,NA,NA,"GBIF",2016,"MT","ID_122356","Presente",NA,NA,NA,NA
"322","Nandayus nenday","PE Encontro das Águas","NA","2016-08-28T00:00:00",-17.314949,-56.718258,NA,NA,NA,"GBIF",2016,"MS","ID_122357","Presente",NA,NA,NA,NA
"323","Nandayus nenday","NA","NA","2016-08-25T15:00:00",-16.620896,-56.734992,NA,NA,NA,"GBIF",2016,"MT","ID_122358","Presente",NA,NA,NA,NA
"324","Nandayus nenday","Refugio da Ilha Ecolodge","NA","2016-08-27T00:00:00",-20.22462,-56.57538,NA,NA,NA,"GBIF",2016,"MS","ID_122360","Presente",NA,NA,NA,NA
"325","Nandayus nenday","Base de Estudos do Pantanal - BEP","NA","2016-09-11T00:00:00",-19.57694,-57.019142,NA,NA,NA,"GBIF",2016,"MS","ID_122361","Presente",NA,NA,NA,NA
"326","Nandayus nenday","Caiman Ecological Refuge","NA","2016-09-16T00:00:00",-19.951363,-56.30538,NA,NA,NA,"GBIF",2016,"MS","ID_122363","Presente",NA,NA,NA,NA
"327","Nandayus nenday","Refugio Ecologico Caiman","NA","2016-09-13T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2016,"MS","ID_122366","Presente",NA,NA,NA,NA
"328","Nandayus nenday","Pousada Aguapé, Aquidauana, Mato Grosso do Sul","NA","2016-09-06T00:00:00",-20.095917,-55.965729,NA,NA,NA,"GBIF",2016,"NA","ID_122367","Presente",NA,NA,NA,NA
"329","Nandayus nenday","Passo do Lontra Parque Hotel, Pantanal","NA","2016-09-11T00:00:00",-19.579847,-57.022133,NA,NA,NA,"GBIF",2016,"NA","ID_122369","Presente",NA,NA,NA,NA
"330","Nandayus nenday","Verbindungsstraße Aquidauana - Pousada Aguapé","NA","2016-09-04T00:00:00",-20.326117,-55.899296,NA,NA,NA,"GBIF",2016,"NA","ID_122370","Presente",NA,NA,NA,NA
"331","Nandayus nenday","Estrada-Parque Pantanal Sul","NA","2016-09-24T00:00:00",-19.555666,-57.038612,NA,NA,NA,"GBIF",2016,"MS","ID_122371","Presente",NA,NA,NA,NA
"332","Nandayus nenday","Transpantaneira: km42, Rio Claro","NA","2016-09-07T00:00:00",-16.987,-56.955,NA,NA,NA,"GBIF",2016,"MT","ID_122372","Presente",NA,NA,NA,NA
"333","Nandayus nenday","Miranda (-20.2218, -56.3473)","NA","2016-09-16T00:00:00",-20.2218,-56.3473,NA,NA,NA,"GBIF",2016,"MS","ID_122373","Presente",NA,NA,NA,NA
"334","Nandayus nenday","Miranda-Fazenda (Retiro)","NA","2016-09-09T00:00:00",-20.023396,-56.80724,NA,NA,NA,"GBIF",2016,"MS","ID_122374","Presente",NA,NA,NA,NA
"335","Nandayus nenday","NA","NA","2016-09-15T21:12:00",-19.861004,-57.379114,NA,NA,NA,"GBIF",2016,"MS","ID_122375","Presente",NA,NA,NA,NA
"336","Nandayus nenday","NA","NA","2016-10-13T08:12:00",-16.665144,-57.847486,NA,NA,NA,"GBIF",2016,"MT","ID_122376","Presente",NA,NA,NA,NA
"337","Nandayus nenday","Reserva Natural São Roque","NA","2016-10-22T00:00:00",-19.371647,-56.346684,NA,NA,NA,"GBIF",2016,"MS","ID_122377","Presente",NA,NA,NA,NA
"338","Nandayus nenday","Pousada Aguape","NA","2016-10-22T00:00:00",-20.095621,-55.964844,NA,NA,NA,"GBIF",2016,"MS","ID_122379","Presente",NA,NA,NA,NA
"339","Nandayus nenday","Passo do Lontra--Base de Pesquisas da UFMS","NA","2016-10-31T00:00:00",-19.576218,-57.019047,NA,NA,NA,"GBIF",2016,"MS","ID_122385","Presente",NA,NA,NA,NA
"340","Nandayus nenday","Pousada Arara Azul","NA","2016-11-09T00:00:00",-19.32006,-57.051765,NA,NA,NA,"GBIF",2016,"MS","ID_122386","Presente",NA,NA,NA,NA
"341","Nandayus nenday","Estrada boiadeira (MS-170)","NA","2016-11-07T00:00:00",-20.308971,-55.84604,NA,NA,NA,"GBIF",2016,"MS","ID_122387","Presente",NA,NA,NA,NA
"342","Nandayus nenday","área aeroporto","NA","2015-01-20T00:00:00",-20.44728,-55.75776,NA,NA,NA,"GBIF",2015,"MS","ID_122389","Presente",NA,NA,NA,NA
"343","Nandayus nenday","Estrada para EcoCaiman","NA","2015-01-06T00:00:00",-20.166918,-56.35864,NA,NA,NA,"GBIF",2015,"MS","ID_122390","Presente",NA,NA,NA,NA
"344","Nandayus nenday","Miranda--Fazenda San Francisco","NA","2015-01-03T00:00:00",-20.085772,-56.61538,NA,NA,NA,"GBIF",2015,"MS","ID_122391","Presente",NA,NA,NA,NA
"345","Nandayus nenday","Transpantaneira - Aquidauana","NA","2015-01-08T00:00:00",-20.27905,-55.8523,NA,NA,NA,"GBIF",2015,"MS","ID_122393","Presente",NA,NA,NA,NA
"346","Nandayus nenday","Pantanal Norte","NA","2015-01-07T00:00:00",-19.228125,-57.444016,NA,NA,NA,"GBIF",2015,"MS","ID_122394","Presente",NA,NA,NA,NA
"347","Nandayus nenday","Pioneiro - Miranda","NA","2015-01-07T00:00:00",-20.351303,-56.15779,NA,NA,NA,"GBIF",2015,"MS","ID_122395","Presente",NA,NA,NA,NA
"348","Nandayus nenday","Passo do Lontra","NA","2015-01-10T00:00:00",-19.574812,-57.038067,NA,NA,NA,"GBIF",2015,"MS","ID_122396","Presente",NA,NA,NA,NA
"349","Nandayus nenday","Maciço do Urucum","NA","2015-01-07T00:00:00",-19.178085,-57.63037,NA,NA,NA,"GBIF",2015,"MS","ID_122398","Presente",NA,NA,NA,NA
"350","Nandayus nenday","Aquidauana","NA","2015-01-08T00:00:00",-20.475788,-55.65144,NA,NA,NA,"GBIF",2015,"MS","ID_122399","Presente",NA,NA,NA,NA
"351","Nandayus nenday","Aquidauana/Rio Negro","NA","2015-01-09T00:00:00",-19.319304,-55.175774,NA,NA,NA,"GBIF",2015,"MS","ID_122400","Presente",NA,NA,NA,NA
"352","Nandayus nenday","Estrada boiadeira (MS-170)","NA","2015-01-08T00:00:00",-20.308971,-55.84604,NA,NA,NA,"GBIF",2015,"MS","ID_122401","Presente",NA,NA,NA,NA
"353","Nandayus nenday","Pousada 23 de Março","NA","2015-02-07T00:00:00",-20.218792,-56.34952,NA,NA,NA,"GBIF",2015,"MS","ID_122402","Presente",NA,NA,NA,NA
"354","Nandayus nenday","Pousada 23 de Março","NA","2015-02-07T00:00:00",-20.004322,-56.215668,NA,NA,NA,"GBIF",2015,"MS","ID_122403","Presente",NA,NA,NA,NA
"355","Nandayus nenday","Refúgio Da Ilha Ecolodge, Mato Grosso do Sul, BR (-20,225, -56,575)","NA","2015-04-30T00:00:00",-20.224562,-56.57541,NA,NA,NA,"GBIF",2015,"MS","ID_122404","Presente",NA,NA,NA,NA
"356","Nandayus nenday","Estrada Betione","NA","2015-05-09T00:00:00",-20.582733,-56.650723,NA,NA,NA,"GBIF",2015,"MS","ID_122405","Presente",NA,NA,NA,NA
"357","Nandayus nenday","Pousada Aguape","NA","2015-05-23T00:00:00",-20.095621,-55.964844,NA,NA,NA,"GBIF",2015,"MS","ID_122406","Presente",NA,NA,NA,NA
"358","Nandayus nenday","Deslocamento  da cidade até Ingazeira - Porto Murtinho-MS","NA","2015-06-20T00:00:00",-22.049524,-57.920753,NA,NA,NA,"GBIF",2015,"MS","ID_122409","Presente",NA,NA,NA,NA
"359","Nandayus nenday","Destacamento Ingazeira - Porto Murtinho-MS","NA","2015-06-20T00:00:00",-22.08292,-57.94035,NA,NA,NA,"GBIF",2015,"MS","ID_122410","Presente",NA,NA,NA,NA
"360","Nandayus nenday","Deslocamento de Ingazeira até Porto Murtinho-MS","NA","2015-06-21T00:00:00",-22.000195,-57.903416,NA,NA,NA,"GBIF",2015,"MS","ID_122411","Presente",NA,NA,NA,NA
"361","Nandayus nenday","Porto Murtinho , Destacamento Barranco Branco","NA","2015-06-23T00:00:00",-21.09977,-57.84441,NA,NA,NA,"GBIF",2015,"MS","ID_122412","Presente",NA,NA,NA,NA
"362","Nandayus nenday","Pantanal--Pousada Rio Claro","NA","2015-06-20T00:00:00",-16.620695,-56.735313,NA,NA,NA,"GBIF",2015,"MT","ID_122413","Presente",NA,NA,NA,NA
"363","Nandayus nenday","Refugio Ecologico Caiman","NA","2015-06-10T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2015,"MS","ID_122414","Presente",NA,NA,NA,NA
"364","Nandayus nenday","Barra Mansa","NA","2015-06-13T00:00:00",-19.588339,-56.08822,NA,NA,NA,"GBIF",2015,"MS","ID_122417","Presente",NA,NA,NA,NA
"365","Nandayus nenday","Poconé--Porto Jofre","NA","2015-06-28T00:00:00",-17.357506,-56.768127,NA,NA,NA,"GBIF",2015,"MT","ID_122420","Presente",NA,NA,NA,NA
"366","Nandayus nenday","Pantanal--Trecho Sul da Transpantaneira (km 120 até Porto Jofre)","NA","2015-06-20T00:00:00",-17.11743,-56.92916,NA,NA,NA,"GBIF",2015,"MT","ID_122422","Presente",NA,NA,NA,NA
"367","Nandayus nenday","Pantanal--Hotel Barra Mansa","NA","2015-07-14T00:00:00",-19.588509,-56.088173,NA,NA,NA,"GBIF",2015,"MS","ID_122423","Presente",NA,NA,NA,NA
"368","Nandayus nenday","Pousada Arara Azul","NA","2015-07-21T00:00:00",-19.32006,-57.051765,NA,NA,NA,"GBIF",2015,"MS","ID_122424","Presente",NA,NA,NA,NA
"369","Nandayus nenday","Pantanal--northern Transpantaneira (km 0-60)","NA","2015-07-10T00:00:00",-16.456923,-56.69135,NA,NA,NA,"GBIF",2015,"MT","ID_122426","Presente",NA,NA,NA,NA
"370","Nandayus nenday","BR-MT-near-Vitoria-Pocone-MT-060 - -16.5032x-56.6462","NA","2015-08-08T00:00:00",-16.503248,-56.646152,NA,NA,NA,"GBIF",2015,"MT","ID_122427","Presente",NA,NA,NA,NA
"371","Nandayus nenday","Pantanal--Pousada Canto do Arancuã","NA","2015-08-08T00:00:00",-16.59803,-56.752666,NA,NA,NA,"GBIF",2015,"MT","ID_122429","Presente",NA,NA,NA,NA
"372","Nandayus nenday","BR-MT-Poconé - -16.5460x-56.7101 - Aug 11, 2015, 12:31 PM","NA","2015-08-11T00:00:00",-16.54604,-56.710106,NA,NA,NA,"GBIF",2015,"MT","ID_122430","Presente",NA,NA,NA,NA
"373","Nandayus nenday","Pousada Canto do Arancua - entry road","NA","2015-08-08T00:00:00",-16.568985,-56.727306,NA,NA,NA,"GBIF",2015,"MT","ID_122431","Presente",NA,NA,NA,NA
"374","Nandayus nenday","Road to Pousada Canto do Arancua","NA","2015-08-16T00:00:00",-16.570251,-56.724022,NA,NA,NA,"GBIF",2015,"MT","ID_122438","Presente",NA,NA,NA,NA
"375","Nandayus nenday","Pousada Canto do Arancua","NA","2015-08-16T00:00:00",-16.577988,-56.720264,NA,NA,NA,"GBIF",2015,"MT","ID_122439","Presente",NA,NA,NA,NA
"376","Nandayus nenday","NA","NA","2015-08-18T17:42:00",-20.095665,-55.96487,NA,NA,NA,"GBIF",2015,"MS","ID_122459","Presente",NA,NA,NA,NA
"377","Nandayus nenday","Passo do Lontra--Base de Pesquisas da UFMS","NA","2015-08-16T00:00:00",-19.576218,-57.019047,NA,NA,NA,"GBIF",2015,"MS","ID_122462","Presente",NA,NA,NA,NA
"378","Nandayus nenday","Passo do Lontra Parque Hotel, Pantanal","NA","2015-08-18T00:00:00",-19.579847,-57.022133,NA,NA,NA,"GBIF",2015,"NA","ID_122467","Presente",NA,NA,NA,NA
"379","Nandayus nenday","Fazenda Xaraes, Pantanal","NA","2015-08-14T00:00:00",-19.496693,-56.9557,NA,NA,NA,"GBIF",2015,"NA","ID_122468","Presente",NA,NA,NA,NA
"380","Nandayus nenday","Fazenda São João, Pantanal","NA","2015-08-13T00:00:00",-19.401192,-57.040329,NA,NA,NA,"GBIF",2015,"NA","ID_122469","Presente",NA,NA,NA,NA
"381","Nandayus nenday","Fazenda São João, Pantanal","NA","2015-08-16T00:00:00",-19.4009,-57.038784,NA,NA,NA,"GBIF",2015,"NA","ID_122470","Presente",NA,NA,NA,NA
"382","Nandayus nenday","Fazenda Nossa Senhora do Carmo, Pantanal","NA","2015-08-15T00:00:00",-19.478214,-56.915714,NA,NA,NA,"GBIF",2015,"NA","ID_122471","Presente",NA,NA,NA,NA
"383","Nandayus nenday","Pantanal Ranch Meia Lua","NA","2015-08-08T00:00:00",-20.266062,-56.304588,NA,NA,NA,"GBIF",2015,"NA","ID_122472","Presente",NA,NA,NA,NA
"384","Nandayus nenday","Pousada Aguapé, Aquidauana, Mato Grosso do Sul","NA","2015-08-11T00:00:00",-20.095917,-55.965729,NA,NA,NA,"GBIF",2015,"NA","ID_122473","Presente",NA,NA,NA,NA
"385","Nandayus nenday","Rio Paraguai","NA","2015-08-16T00:00:00",-16.77735,-57.674263,NA,NA,NA,"GBIF",2015,"MT","ID_122475","Presente",NA,NA,NA,NA
"386","Nandayus nenday","NA","NA","2015-08-25T07:55:00",-20.095274,-55.964763,NA,NA,NA,"GBIF",2015,"MS","ID_122476","Presente",NA,NA,NA,NA
"387","Nandayus nenday","NA","NA","2015-08-25T08:17:00",-20.093984,-55.965106,NA,NA,NA,"GBIF",2015,"MS","ID_122477","Presente",NA,NA,NA,NA
"388","Nandayus nenday","NA","NA","2015-08-25T08:31:00",-20.095113,-55.965621,NA,NA,NA,"GBIF",2015,"MS","ID_122478","Presente",NA,NA,NA,NA
"389","Nandayus nenday","Pousada Rio Claro","NA","2015-08-08T00:00:00",-16.570503,-56.727146,NA,NA,NA,"GBIF",2015,"MT","ID_122479","Presente",NA,NA,NA,NA
"390","Nandayus nenday","Estrada-Parque Pantanal Sul","NA","2015-09-05T00:00:00",-19.555666,-57.038612,NA,NA,NA,"GBIF",2015,"MS","ID_122488","Presente",NA,NA,NA,NA
"391","Nandayus nenday","Pousada Canto do Aruncuã","NA","2015-09-05T00:00:00",-16.575373,-56.723427,NA,NA,NA,"GBIF",2015,"MT","ID_122491","Presente",NA,NA,NA,NA
"392","Nandayus nenday","NA","NA","2015-09-12T09:35:00",-17.030081,-56.818979,NA,NA,NA,"GBIF",2015,"MT","ID_122492","Presente",NA,NA,NA,NA
"393","Nandayus nenday","NA","NA","2015-09-17T15:48:00",-16.620674,-56.735145,NA,NA,NA,"GBIF",2015,"MT","ID_122494","Presente",NA,NA,NA,NA
"394","Nandayus nenday","Instituto Quinta do Sol","NA","2015-09-23T00:00:00",-19.775948,-55.243988,NA,NA,NA,"GBIF",2015,"MS","ID_122495","Presente",NA,NA,NA,NA
"395","Nandayus nenday","Pantanal Sul--Refugio Ecologico Caiman","NA","2015-10-16T00:00:00",-19.95296,-56.305405,NA,NA,NA,"GBIF",2015,"MS","ID_122509","Presente",NA,NA,NA,NA
"396","Nandayus nenday","Rio Claro Lodge","NA","2015-10-24T00:00:00",-16.608887,-56.729107,NA,NA,NA,"GBIF",2015,"MT","ID_122520","Presente",NA,NA,NA,NA
"397","Nandayus nenday","Fazenda Santa Clara","NA","2015-10-21T00:00:00",-19.445278,-57.075832,NA,NA,NA,"GBIF",2015,"MS","ID_122521","Presente",NA,NA,NA,NA
"398","Nandayus nenday","Transpantaneira Norte","NA","2015-10-31T00:00:00",-19.264189,-57.21289,NA,NA,NA,"GBIF",2015,"MS","ID_122527","Presente",NA,NA,NA,NA
"399","Nandayus nenday","Pantanal","NA","2015-10-22T00:00:00",-20.436777,-55.84488,NA,NA,NA,"GBIF",2015,"MS","ID_122528","Presente",NA,NA,NA,NA
"400","Nandayus nenday","Estrada Parque Piraputanga","NA","2015-10-20T00:00:00",-20.459263,-55.50692,NA,NA,NA,"GBIF",2015,"MS","ID_122529","Presente",NA,NA,NA,NA
"401","Nandayus nenday","toca da onça","NA","2015-10-22T00:00:00",-20.410965,-55.8247,NA,NA,NA,"GBIF",2015,"MS","ID_122530","Presente",NA,NA,NA,NA
"402","Nandayus nenday","Est. Toca da Onça","NA","2015-10-22T00:00:00",-20.33611,-55.842873,NA,NA,NA,"GBIF",2015,"MS","ID_122532","Presente",NA,NA,NA,NA
"403","Nandayus nenday","Trecho 6","NA","2015-10-01T00:00:00",-20.161066,-55.71491,NA,NA,NA,"GBIF",2015,"MS","ID_122534","Presente",NA,NA,NA,NA
"404","Nandayus nenday","Serra do Urucum","NA","2015-10-31T00:00:00",-19.198633,-57.523705,NA,NA,NA,"GBIF",2015,"MS","ID_122535","Presente",NA,NA,NA,NA
"405","Nandayus nenday","NA","NA","2015-10-24T00:00:00",-20.096449,-55.964155,NA,NA,NA,"GBIF",2015,"MS","ID_122555","Presente",NA,NA,NA,NA
"406","Nandayus nenday","Pantanal -- Pousada Pouso Alegre","NA","2015-10-11T00:00:00",-16.503078,-56.745335,NA,NA,NA,"GBIF",2015,"MT","ID_122556","Presente",NA,NA,NA,NA
"407","Nandayus nenday","Rio Claro boat trip","NA","2015-10-26T00:00:00",-16.619621,-56.7347,NA,NA,NA,"GBIF",2015,"MT","ID_122557","Presente",NA,NA,NA,NA
"408","Nandayus nenday","PANTANAL","NA","2015-10-03T00:00:00",-17.66339,-57.43839,NA,NA,NA,"GBIF",2015,"MT","ID_122560","Presente",NA,NA,NA,NA
"409","Nandayus nenday","Transpantaneira Aquidauana - Rio Negro","NA","2015-11-01T00:00:00",-20.267162,-55.752518,NA,NA,NA,"GBIF",2015,"MS","ID_122564","Presente",NA,NA,NA,NA
"410","Nandayus nenday","Transpantaneira Rio Negro","NA","2015-11-01T00:00:00",-20.419985,-55.77145,NA,NA,NA,"GBIF",2015,"MS","ID_122565","Presente",NA,NA,NA,NA
"411","Nandayus nenday","Toca da Onça - Aquidauana","NA","2015-11-02T00:00:00",-20.469315,-55.73746,NA,NA,NA,"GBIF",2015,"MS","ID_122566","Presente",NA,NA,NA,NA
"412","Nandayus nenday","Curva do Leque à Porto da Manga","NA","2015-11-03T00:00:00",-19.261522,-57.193085,NA,NA,NA,"GBIF",2015,"MS","ID_122567","Presente",NA,NA,NA,NA
"413","Nandayus nenday","abobral","NA","2015-11-03T00:00:00",-19.35002,-57.05256,NA,NA,NA,"GBIF",2015,"MS","ID_122569","Presente",NA,NA,NA,NA
"414","Nandayus nenday","Trecho 02","NA","2015-11-02T00:00:00",-20.257303,-55.86804,NA,NA,NA,"GBIF",2015,"MS","ID_122570","Presente",NA,NA,NA,NA
"415","Nandayus nenday","Ponto Fixo 03","NA","2015-11-02T00:00:00",-20.241436,-55.87625,NA,NA,NA,"GBIF",2015,"MS","ID_122571","Presente",NA,NA,NA,NA
"416","Nandayus nenday","Transpantaneira Rio Negro","NA","2015-11-01T00:00:00",-19.2518,-57.062405,NA,NA,NA,"GBIF",2015,"MS","ID_122572","Presente",NA,NA,NA,NA
"417","Nandayus nenday","Trecho 01","NA","2015-11-02T00:00:00",-20.279919,-55.84745,NA,NA,NA,"GBIF",2015,"MS","ID_122573","Presente",NA,NA,NA,NA
"418","Nandayus nenday","Aquidauana - Toca da Onça","NA","2015-11-02T00:00:00",-20.364864,-55.84896,NA,NA,NA,"GBIF",2015,"MS","ID_122574","Presente",NA,NA,NA,NA
"419","Nandayus nenday","Toca da Onça","NA","2015-11-02T00:00:00",-20,-56,NA,NA,NA,"GBIF",2015,"MS","ID_122575","Presente",NA,NA,NA,NA
"420","Nandayus nenday","ponto fixo 2","NA","2015-11-03T00:00:00",-19.253387,-57.098946,NA,NA,NA,"GBIF",2015,"MS","ID_122576","Presente",NA,NA,NA,NA
"421","Nandayus nenday","Passo do Lontra--Pantanal Jungle Lodge","NA","2015-11-15T00:00:00",-19.57643,-57.030685,NA,NA,NA,"GBIF",2015,"MS","ID_122580","Presente",NA,NA,NA,NA
"422","Nandayus nenday","Fazenda São Francisco - MS","NA","2015-11-19T00:00:00",-20.086123,-56.61508,NA,NA,NA,"GBIF",2015,"MS","ID_122581","Presente",NA,NA,NA,NA
"423","Nandayus nenday","Foz do Iguaçu--Centro de Altos Estudos da Conscienciologia (CEAEC)","NA","2015-11-14T00:00:00",-25.555126,-54.52135,NA,NA,NA,"GBIF",2015,"PR","ID_122582","Presente",NA,NA,NA,NA
"424","Nandayus nenday","Poconé--Araras Eco Lodge","NA","2014-02-02T00:00:00",-16.51224,-56.71177,NA,NA,NA,"GBIF",2014,"MT","ID_122584","Presente",NA,NA,NA,NA
"425","Nandayus nenday","Porto Murtinho - Pantanal","NA","2014-02-08T00:00:00",-21.641792,-57.823105,NA,NA,NA,"GBIF",2014,"MS","ID_122585","Presente",NA,NA,NA,NA
"426","Nandayus nenday","Pantanal--northern Transpantaneira (km 0-60)","NA","2014-03-18T00:00:00",-16.456923,-56.69135,NA,NA,NA,"GBIF",2014,"MT","ID_122586","Presente",NA,NA,NA,NA
"427","Nandayus nenday","Bonito -- Estancia Mimosa","NA","2014-03-24T00:00:00",-20.982157,-56.516277,NA,NA,NA,"GBIF",2014,"MS","ID_122588","Presente",NA,NA,NA,NA
"428","Nandayus nenday","Passo do Lontra","NA","2014-04-11T00:00:00",-19.574812,-57.038067,NA,NA,NA,"GBIF",2014,"MS","ID_122589","Presente",NA,NA,NA,NA
"429","Nandayus nenday","NA","NA","2014-05-22T23:53:00",-19.841636,-56.812379,NA,NA,NA,"GBIF",2014,"MS","ID_122590","Presente",NA,NA,NA,NA
"430","Nandayus nenday","NA","NA","2014-06-03T09:27:00",-17.655786,-57.432597,NA,NA,NA,"GBIF",2014,"MT","ID_122591","Presente",NA,NA,NA,NA
"431","Nandayus nenday","Parque Nacional do Pantanal","NA","2014-06-03T00:00:00",-17.84346,-57.40333,NA,NA,NA,"GBIF",2014,"MT","ID_122592","Presente",NA,NA,NA,NA
"432","Nandayus nenday","Pantanal--Pousada Rio Claro","NA","2014-07-04T00:00:00",-16.620695,-56.735313,NA,NA,NA,"GBIF",2014,"MT","ID_122593","Presente",NA,NA,NA,NA
"433","Nandayus nenday","NA","NA","2014-07-15T16:51:45",-25.554778,-54.528346,NA,NA,NA,"GBIF",2014,"PR","ID_122597","Presente",NA,NA,NA,NA
"434","Nandayus nenday","Pousada Aguapé, Aquidauana, Mato Grosso do Sul","NA","2014-08-05T00:00:00",-20.095917,-55.965729,NA,NA,NA,"GBIF",2014,"NA","ID_122598","Presente",NA,NA,NA,NA
"435","Nandayus nenday","Base de Estudos do Pantanal (UFMS)","NA","2014-08-18T00:00:00",-19.577194,-57.019306,NA,NA,NA,"GBIF",2014,"MS","ID_122600","Presente",NA,NA,NA,NA
"436","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","2014-08-18T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",2014,"MT","ID_122603","Presente",NA,NA,NA,NA
"437","Nandayus nenday","Miranda--Fazenda San Francisco","NA","2014-08-29T00:00:00",-20.085772,-56.61538,NA,NA,NA,"GBIF",2014,"MS","ID_122604","Presente",NA,NA,NA,NA
"438","Nandayus nenday","Rio Claro lodge environs","NA","2014-08-11T00:00:00",-16.617823,-56.738075,NA,NA,NA,"GBIF",2014,"MT","ID_122606","Presente",NA,NA,NA,NA
"439","Nandayus nenday","Pantanal--Trecho Sul da Transpantaneira (km 120 até Porto Jofre)","NA","2014-08-10T00:00:00",-17.11743,-56.92916,NA,NA,NA,"GBIF",2014,"MT","ID_122607","Presente",NA,NA,NA,NA
"440","Nandayus nenday","Passo do Lontra, Pantanal de Miranda, MS","NA","2014-08-18T00:00:00",-19.2667,-57.0167,NA,NA,NA,"GBIF",2014,"NA","ID_122610","Presente",NA,NA,NA,NA
"441","Nandayus nenday","Pantanal (-16.5414, -57.052)","NA","2014-08-01T00:00:00",-16.5414,-57.052,NA,NA,NA,"GBIF",2014,"MT","ID_122611","Presente",NA,NA,NA,NA
"442","Nandayus nenday","Road Campo Grande/Barra Mansa","NA","2014-08-21T00:00:00",-19.821507,-56.03984,NA,NA,NA,"GBIF",2014,"MS","ID_122613","Presente",NA,NA,NA,NA
"443","Nandayus nenday","Pantanal--Hotel Barra Mansa","NA","2014-08-22T00:00:00",-19.588509,-56.088173,NA,NA,NA,"GBIF",2014,"MS","ID_122616","Presente",NA,NA,NA,NA
"444","Nandayus nenday","Pousada Aguape","NA","2014-09-22T00:00:00",-20.095621,-55.964844,NA,NA,NA,"GBIF",2014,"MS","ID_122629","Presente",NA,NA,NA,NA
"445","Nandayus nenday","Estrada-Parque Pantanal Sul","NA","2014-09-28T00:00:00",-19.555666,-57.038612,NA,NA,NA,"GBIF",2014,"MS","ID_122630","Presente",NA,NA,NA,NA
"446","Nandayus nenday","Pantanal -- Pousada Pouso Alegre","NA","2014-09-22T00:00:00",-16.503078,-56.745335,NA,NA,NA,"GBIF",2014,"MT","ID_122631","Presente",NA,NA,NA,NA
